[0:00:09] su1ryu30: こんちゃー
[7:22:49] きなこ117: Chillブースティングだぁ
[7:22:49] yamato333kaki: 会長の嗅覚欲しいな
[7:23:06] suguraddiction1: 人と関わるの疲れたかw
[7:23:30] shone310: シリアスがミックスの体力を奪った...
[7:23:31] 煮アナゴ: 複数でやっていったらあがるのおとくかんあるね
[7:23:36] akashiyki: あの期間で100回普通に変www
[7:23:58] nai_ggty: ヘリあると便利だけどなあ
[7:24:12] ssskuy: ssskuy subscribed at Tier 1. 
[7:24:32] fukutoto: 麻取注意だなぁ
[7:25:11] 煮アナゴ: ぱれとのときの？
[7:25:18] tukihosi55: パレトのか
[7:26:03] ryou_uryo: ここで取りに行くのこわいｗ
[7:26:17] 煮アナゴ: この補填もしらない半ぐれのひとたちいたりするのかな
[7:26:37] swift_horse2: ん？
[7:27:02] rinrin120811: ｗｗ
[7:27:04] もじろー: 追いかけられてるｗ
[7:27:05] Okina_xst: 追っかけられてる
[7:27:05] 煮アナゴ: かいちょうがからまれてるｗ
[7:27:05] ろな__: 会長www
[7:27:07] shone310: 絡まれとるwww
[7:27:08] youtwis: え？
[7:27:09] papikopinoo: wwwww
[7:27:09] krop1108: 何をしとる？会長は
[7:27:10] nino_33327: 追われてるw
[7:27:11] akashiyki: wwwwww
[7:27:17] eaSTARTwind39: 会長呑気すぎるんだよw
[7:27:22] jseedv: 会長ww
[7:27:24] Okina_xst: 会長ｗ
[7:27:27] かんでら: ｗｗｗｗ
[7:27:28] あまちゃちゃ: 会長……
[7:27:30] はむはむ_: ｗｗｗｗ
[7:27:34] yamato333kaki: ﾃﾍｪﾍｪﾍｪ
[7:27:37] オカンでも配信見るんや: ガソリン入れたいんです！wwww
[7:27:38] akashiyki: ならええかw
[7:27:39] 煮アナゴ: まとりかとおもってびびってたのかｗ
[7:27:39] seiasama: www
[7:27:53] fukutoto: 麻取いるのか
[7:27:53] 煮アナゴ: おんなのってことはなずぴ？
[7:28:07] sie911: 離れたほうが
[7:28:19] nanashi_112: 置いていく？w
[7:28:20] 煮アナゴ: しらぬぞんぜぬですまそうとしてるｗ
[7:28:24] Ciel4949: wwww
[7:28:31] オカンでも配信見るんや: あざまーす！w
[7:28:33] bullchaaa: ww
[7:28:36] むううううううう: しらこいw
[7:28:37] 煮アナゴ: うそへたかｗ
[7:28:38] さーそー: 誤魔化すの上手w
[7:28:41] Okina_xst: 知らぬ存ぜぬｗ
[7:28:44] きなこ117: wwwwww
[7:28:48] yamato333kaki: 会長上手くやったか？
[7:28:50] swift_horse2: 薬しらないフリナイス！
[7:28:56] murasaki24violet: 上手いか？
[7:28:57] かんでら: かわし方上手いｗ
[7:29:00] ko5ko_tw: うま
[7:29:00] allissj: 上手いんか下手なんかわからんなw
[7:29:01] nino_33327: さすが会長
[7:29:03] ろな__: 会長ないす！
[7:29:04] 煮アナゴ: あの色だと餡か？
[7:29:04] 2tsrub: あぶないねぇ
[7:29:08] SIMARISU_0723: SIMARISU_0723 subscribed with Prime. 
[7:29:14] parumu252: まだ餡でよかった
[7:29:22] 煮アナゴ: もずだったらひりついてた
[7:29:25] しおらいく: 会長おとぼけうまいかｗｗｗ
[7:29:28] 珈琲ムース: ナイス！！
[7:29:30] ろな__: 餡で良かった〜
[7:29:34] Ciel4949: コミュ力高か〜w
[7:29:34] ぽたろ0622: かわし方めっちゃ上手かった
[7:29:37] Okina_xst: 餡なのはまだよかった
[7:29:44] zannenningen: 怒られなくて良かったね
[7:29:44] akashiyki: まぁ餡なら
[7:29:50] うな重うな抜き: ケインはバレてるかなー
[7:29:54] kuzukiru3: 餡だから助かった
[7:29:58] 煮アナゴ: 会長のこのふんわりしてる会話うまいなぁ
[7:30:07] matcha612: MOZUならピークしてきたか
[7:30:10] fukutoto: 声出してないから微妙w
[7:30:16] 煮アナゴ: それねｗ
[7:30:19] ろな__: やさし
[7:30:36] akashiyki: あの人達普通に優しいんよなぁ
[7:30:39] きなこ117: うまーい
[7:30:41] 煮アナゴ: 売れると まとりいたらつかまることもおしえてくれたねｗ
[7:30:46] ぽたろ0622: にっげろー
[7:30:57] youtwis: 警察いるかな？
[7:31:02] Nightbot: 出来事や発言はすべてロールプレイで起こったフィクションです!指示コメ禁止!鳩コメ禁止!他視点の情報も禁止見かけてもスルーお願いします!
[7:31:02] suguraddiction1: にーげるんだよー！
[7:31:11] 煮アナゴ: ｗｗｗｗｗｗｗｗｗｗ
[7:31:13] swift_horse2: え？ｗｗｗｗ
[7:31:13] mentaiko_yamada: wwwwww
[7:31:14] かんでら: ｗｗｗｗｗ
[7:31:15] 白_白: wwww
[7:31:15] sie911: wwwwwwwwwwww
[7:31:15] rinrin120811: ｗｗｗ
[7:31:16] matcha612: wwwww
[7:31:16] ひーくん0825: ファンがｗｗｗｗｗｗｗ
[7:31:17] seiasama: wwwwww
[7:31:17] Ak2837111: ｗｗｗｗ
[7:31:17] naco_030_: ケイン坊www
[7:31:18] Okina_xst: wwwww
[7:31:19] mizn0_0: wwwwwww
[7:31:19] 名西遁念: ファンが
[7:31:20] ko5ko_tw: wwwwwww
[7:31:21] ろな__: wwwww
[7:31:21] kuzukiru3: ボーwww
[7:31:21] あしゅ_1127_: wwww
[7:31:21] もじろー: ｗｗｗｗｗｗ
[7:31:22] 珈琲ムース: ケイン坊！？w
[7:31:23] はむはむ_: ｗｗｗｗ
[7:31:23] 煮アナゴ: ケイン坊
[7:31:23] はにかむ王子: wwwww
[7:31:24] 星映天下: wwwwwwwww
[7:31:26] akashiyki: ボーwwwww
[7:31:26] hasuno0211: www
[7:31:27] suuchaaa: やめてwww
[7:31:28] さーそー: ボーwwwww
[7:31:31] れんこんまん: ケイン坊
[7:31:31] はむはむ_: ケイン坊やｗｗ
[7:31:33] ruca202: ｗｗｗｗ
[7:31:33] youtwis: 坊ちゃんwww
[7:31:33] Nightbot: Twitter:https://twitter.com/R6S_guilty
[7:31:34] jseedv: www
[7:31:34] rinrin120811: けいん坊ｗ
[7:31:34] もじろー: ケイン坊ｗｗｗｗｗ
[7:31:36] ko5ko_tw: 誰やwww
[7:31:36] 煮アナゴ: かいちょうもうｗｗｗ
[7:31:38] Okina_xst: ケイン坊ｗ
[7:31:39] けんん1203: 急にガキ扱いｗｗｗｗｗ
[7:31:40] あまちゃちゃ: ケイン坊や
[7:31:40] kuzukiru3: 子ども扱いになったwww
[7:31:41] mizn0_0: 誰wwwww
[7:31:42] eaSTARTwind39: おわってるｗｗｗ
[7:31:42] ろな__: ケイン坊やww
[7:31:42] sie911: 会長やばいｗ
[7:31:48] akashiyki: ととみ語録でたwww
[7:31:50] 白_白: www
[7:31:50] 煮アナゴ: ファンがｗｗｗ
[7:31:51] しおらいく: 手元が狂うｗｗｗｗｗ
[7:31:52] しろもちー: wwwwwww
[7:31:53] shusssssss: えぐいｗｗｗｗｗｗｗ
[7:31:54] nino_33327: やばいw
[7:31:55] ちょこんぶ: 会長といるとダメだwwwww
[7:31:55] yuuri119: 動揺がすごいw
[7:31:55] tokuchan0619: 動揺がwwww
[7:31:55] ぼちや: 過去一きたかｗｗｗｗｗ
[7:31:56] 名西遁念: www
[7:31:58] かんでら: ｗｗｗ
[7:31:59] 珈琲ムース: ファンがw
[7:31:59] mentaiko_yamada: 会長のせいやww
[7:32:00] ko5ko_tw: wwwwww
[7:32:01] kiyo_nar: www
[7:32:01] moninochi: www
[7:32:01] Okina_xst: えぐいてw
[7:32:02] 星映天下: wwwwwwwww
[7:32:02] れんこんまん: 坊やだと思ってたんだwww
[7:32:02] nmk0707: ファンが壊れそうw
[7:32:03] Ak2837111: ファンがｗｗｗｗ
[7:32:04] akashiyki: wwwwwwwww
[7:32:04] ひーくん0825: 不意打ちはずるいってｗ
[7:32:04] はむはむ_: プログラムに不具合がｗｗｗ
[7:32:04] れんこんまん: wwwww
[7:32:06] あまちゃちゃ: 手元がwww
[7:32:07] matcha612: 会長大好きやん
[7:32:09] はにかむ王子: ばぶー言うてたしね
[7:32:10] 星映天下: オーバーヒートしてるwww
[7:32:10] Ciel4949: 故障寸前で草
[7:32:13] かんでら: 動作不良がｗ
[7:32:15] kuzukiru3: 坊やになったwew
[7:32:22] Ak2837111: 何と言い間違えたんだｗ
[7:32:23] yamato333kaki: ケイン・ボー
[7:32:24] yukiyukikon: 風速がえぐいww
[7:32:30] suguraddiction1: 北の拠点に入れたお金は？
[7:32:53] Okina_xst: そういや取られたか
[7:34:06] しおらいく: ｗｗｗｗ
[7:34:07] 煮アナゴ: どうしたｗ
[7:34:10] 1amsat0: wwwww
[7:34:11] Okina_xst: wwww
[7:34:11] 白_白: wwww
[7:34:11] mito_70: wwwwwwwwwwww
[7:34:12] 煮アナゴ: ｗｗｗｗ
[7:34:12] かんでら: ｗｗｗｗｗｗ
[7:34:13] もじろー: ｗｗｗｗｗ
[7:34:13] maka2736: ｗｗｗｗｗ
[7:34:14] ろな__: wwwww
[7:34:17] kuzukiru3: すんませんw
[7:34:17] no___ri: 無理wwww
[7:34:19] Ak2837111: 謝るのやめてくれｗ
[7:34:22] yokiari_: あら
[7:34:23] 1amsat0: ああ
[7:34:25] fukutoto: あー
[7:34:26] youtwis: www
[7:34:28] veterues_28: あー
[7:34:28] akashiyki: あ
[7:34:29] 珈琲ムース: ありゃま
[7:34:29] つかさ0120: あらら
[7:34:30] sie911: www
[7:34:30] mikun_pipipi: あー
[7:34:30] うな重うな抜き: 久々の強制めいそう
[7:34:31] maka2736: 車大丈夫かな
[7:34:32] Okina_xst: あー
[7:34:35] おるぅくん: あ
[7:34:36] ひーくん0825: ケイン・ボーずるすぎたな
[7:34:39] あおいうどん: ケイン防wwww
[7:34:41] mamoruall: ケインボーおもろすぎwww
[7:34:44] shone310: チェイスしてたけど大丈夫かな？
[7:34:46] 煮アナゴ: 会長本当にいい緩衝材というか 空気清浄機ｗ
[7:34:47] maka2736: ケイン坊ｗｗｗ
[7:34:49] gaigain0925: Sはコイン何枚貰えるの？
[7:34:49] jseedv: 坊やww
[7:34:50] sie911: ケイン坊やｗ
[7:34:51] さと卯: ケインボーほんとやめてほしいww
[7:34:53] Ak2837111: ケイン・ボーやばすぎる
[7:34:53] mito_70: ケイン坊やばいwww
[7:34:54] omoti_sazi: しかも結局何いいたかったんだ会長はｗ
[7:34:59] おるぅくん: ケインボーは噛んだだけ？w
[7:35:01] あおいうどん: 急に坊ちゃんになったw
[7:35:03] エリです: 今日のオモロ大賞 ケイン坊
[7:35:03] ちゃんめん: ファン壊れる寸前でしょww
[7:35:05] 煮アナゴ: ボーおもしろすぎたｗ
[7:35:11] kuzukiru3: ケイン坊や
[7:35:11] かんでら: 不意打ちすぎるｗ
[7:35:12] ko5ko_tw: ケイン坊はもう
[7:35:32] kuzukiru3: ファン大回転でしたw
[7:35:34] おるぅくん: 新しい犯罪用の名前できたね
[7:35:37] juzisi: セルフツッコミがもうw
[7:35:37] makaroni__31: 何回取れ高作ればいいんやろ会長
[7:35:49] Aizawa_U2: 会長やっぱおもろすぎる
[7:35:51] おるぅくん: 赤ちゃんキャップとケイン坊や
[7:35:56] あまちゃちゃ: 会長いたら笑いが耐えない
[7:35:59] 煮アナゴ: ｗｗｗｗｗ
[7:36:13] 煮アナゴ: 会長狙ってない笑いをすぐ提供してくるからつらいｗ
[7:36:16] ひーくん0825: ファンはもうボロボロ
[7:36:17] うな重うな抜き: なんつうのを言ったコメｗ
[7:36:23] いおなずーん: 会長は気が緩むと口元も緩むから
[7:36:31] 星映天下: 会長のお陰で見てる方も腹筋壊れるw
[7:36:37] かんでら: 音鳴語録
[7:36:39] yamato333kaki: ケイン・坊「泣いちゃうぞ」
[7:36:51] nai_ggty: それぞれソロのが効率くよても二人のが面白そうだよなあ
[7:36:59] genkiiiiiiiiiiiin: オーナイチャウゾ
[7:37:39] うな重うな抜き: あれま
[7:37:40] 煮アナゴ: ええええええ
[7:37:40] yokiari_: ！？
[7:37:43] おーばちゃん: 世界？
[7:37:43] かんでら: BibleThump BibleThump BibleThump BibleThump
[7:37:44] maka2736: ！？
[7:37:44] Okina_xst: えええええええ
[7:37:44] おるぅくん: ええええ
[7:37:44] もじろー: ええええええ
[7:37:45] jseedv: ！
[7:37:46] ひーくん0825: F
[7:37:46] ずきぐま: えええええええ！？！？
[7:37:47] あおいうどん: えええええ
[7:37:47] gaigain0925: ！？
[7:37:47] muun_0703: ！？
[7:37:48] suuchaaa: え
[7:37:48] おーばちゃん: wtf
[7:37:49] チリスト: eeeeee
[7:37:50] おるぅくん: guilty38Kusa guilty38Kusa guilty38Kusa
[7:37:52] Ciel4949: えええ
[7:37:53] kiyo_nar: ？
[7:37:53] suguraddiction1: 世界「ダメです」
[7:37:55] Ak2837111: えええ
[7:37:58] ずきぐま: まじかー
[7:37:58] yamato333kaki: ケイン・オモスギ
[7:38:00] nino_33327: ま？
[7:38:02] tanaka_08: WWWWWW
[7:38:02] 煮アナゴ: 世界が拒んでくる！
[7:38:03] キャンだよぅ: !?
[7:38:05] lupina_73: 世界が、、
[7:38:06] ame_sui_ryu_8150: 世界が拒んでる
[7:38:07] おそらくきっとめいびぃ: 世界に抑制されたか
[7:38:08] alpes111111111: 起き攻め食らった
[7:38:17] ずきぐま: かいちょーが待ってるのにー！！
[7:38:19] しおらいく: 会長がまってるよｗ
[7:38:21] tukihosi55: 会長のせいか
[7:38:23] 煮アナゴ: 世界がりすきるしてくる
[7:38:24] おるぅくん: あそこで落ちることあるんか
[7:38:24] 爆ソウマ: 世界も実はAIでお笑いわかってるる
[7:38:26] 璃喜: ここでもリスキルかぁ
[7:38:27] うな重うな抜き: 置き攻め裏取り
[7:38:29] gaigain0925: 世界がケイン坊を拒んでるw
[7:38:31] エリです: 会長の1人ラジオ開幕
[7:38:42] suguraddiction1: 会長はボー立ち
[7:38:57] 煮アナゴ: ケインボーいまでもにちゃっちゃう
[7:39:18] うな重うな抜き: 歯茎でちゃう
[7:39:27] 煮アナゴ: ｗｗｗｗｗ
[7:39:33] matcha612: 毎回神回
[7:39:35] 煮アナゴ: まいかい取れ高なのよｗ
[7:39:37] tukihosi55: 空き巣はいつだって神回
[7:39:40] おるぅくん: 全空き巣がおもろい
[7:39:41] muru1113: ｗｗｗｗｗｗｗ
[7:39:41] Okina_xst: 取れ高しかない
[7:39:42] jseedv: 神回
[7:39:43] うな重うな抜き: 毎回神回
[7:39:43] eaSTARTwind39: なんもないのに捕まるww
[7:39:45] ちょこんぶ: 神回だった
[7:39:46] nai_ggty: 警察あんな来ることあんのかみたいなね
[7:39:47] あおいうどん: 神回すぎるw
[7:39:48] Ak2837111: 空き巣全部おもろい
[7:39:50] mamoruall: 空き巣はめっちゃおもろかったよwww神回！
[7:39:53] yomi_555: 過去のも撮れ高しかないですね
[7:40:00] yamato333kaki: ヘリで駆けつける警察も気合い入ってた
[7:40:00] suguraddiction1: 約束された神回
[7:40:08] Ak2837111: ヘリで来る！？
[7:40:10] eaSTARTwind39: 暇だったんだろう
[7:40:15] kazaneshin: 会長が空き巣のヘイト高めてるまである
[7:40:17] うな重うな抜き: 毎回神回を上回ってくる。
[7:40:18] れんこんまん: 空き巣おもろいはやっぱり
[7:40:18] matcha612: カメラついてんのか！ってくらい来たよね
[7:40:22] 煮アナゴ: 空き巣もうだれなのかわかってるからねｗ
[7:40:23] 璃喜: それに呼応する会長の撲殺ホント好き
[7:40:29] matcha612: ヘイト高すぎる
[7:40:30] mamoruall: 一旦高いかw
[7:40:31] nai_ggty: 正直みこだは会長の空き巣マークしてる気がする
[7:40:31] mayotuna56: ほんとね
[7:40:32] 煮アナゴ: 空き巣通知→あいつか
[7:40:35] suguraddiction1: 今度から空き巣大型被せる方がいい、か…？
[7:40:36] Okina_xst: 868の警戒度が上がってそう
[7:40:41] matcha612: 会長最後かっこよかったな
[7:40:51] or20061011: 今来ました
[7:40:52] yuuri119: 戦力が傭兵というには強すぎるしね
[7:40:53] fukutoto: 2連とか大型終わったからだろな
[7:40:53] かんでら: シロスギのままなのじわる
[7:40:54] l_makky: 名前シロスギィｗｗ
[7:40:54] 煮アナゴ: 逆に他のぎゃんも半ぐれもうごいてないってことよな
[7:40:58] もじろー: 急にｗｗｗ
[7:40:58] or20061011: 今来ました。まだしろ市民ですか？
[7:40:58] jseedv: wwww
[7:41:07] eaSTARTwind39: 空き巣のアラームを無視する会長
[7:41:12] 煮アナゴ: もうくろいっす！
[7:41:15] ぢの: 昨日黒になったよ
[7:41:27] 煮アナゴ: 会長げんきｗ
[7:41:27] tukihosi55: @or20061011 まっくろくろすけよ
[7:41:31] matcha612: 破裂音w
[7:41:31] or20061011: そうなんですね！ありがとうございます
[7:41:36] tyawanmushi0303: もう3回捕まってます
[7:41:39] matcha612: Boooスティング
[7:41:46] yamato333kaki: ｽｪﾏｾﾝ ﾌﾞｩｩｽﾃｨﾝｸﾞｲﾃｷﾏｰｽ
[7:41:55] 煮アナゴ: ほぼフル警察が対応に来ましたｗ
[7:42:25] 煮アナゴ: ｗｗｗｗ
[7:42:30] かんでら: ｗｗｗｗｗ
[7:42:31] 煮アナゴ: 空き巣からのシリアスしんどいｗ
[7:42:32] lana_mx: wwwww
[7:42:34] shone310: www
[7:42:35] or20061011: ちなみに何で捕まりましたか？
[7:42:44] creamy1019: 空き巣シリアスおもろすぎw
[7:42:46] もじろー: 空き巣がダメなんじゃなくてシリアスがね…ｗ
[7:42:46] yamato333kaki: もうちょい警察とコントできるようになってからか
[7:42:49] Okina_xst: 初回は空港です
[7:42:58] 煮アナゴ: その後空き巣とパレとです
[7:43:04] or20061011: ありがとうございます！
[7:43:14] うな重うな抜き: 昨日の深夜に空港で黒市民。
[7:43:15] n4nac0: 昨日空港 今日空き巣 パレト
[7:43:27] syaruaorte: 暴れランポｗ
[7:44:17] tukihosi55: 会長うけたかｗｗｗｗ
[7:44:48] nai_ggty: 開始したらムリじゃね？
[7:45:09] もじろー: ｗｗｗｗｗｗｗｗ
[7:45:10] mentaiko_yamada: wwwww
[7:45:11] Okina_xst: wwwwww
[7:45:12] tukihosi55: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7:45:13] かんでら: ｗｗｗｗｗｗｗｗ
[7:45:16] yamato333kaki: 会長ｗｗｗｗｗｗｗ
[7:45:16] 黒ごまソフト: 会長ｗｗｗｗ
[7:45:18] はにかむ王子: wwww
[7:45:20] もじろー: うそやろｗｗｗ
[7:45:21] eaSTARTwind39: 音鳴ｗｗｗｗ
[7:45:22] Okina_xst: 遠いｗｗｗｗ
[7:45:25] creamy1019: おわってるwwwwwwww
[7:45:25] kuzukiru3: 探すのは楽そうw
[7:45:26] suuchaaa: www
[7:45:26] tukihosi55: 場所グロイｗｗｗ
[7:45:27] うな重うな抜き: 音鳴がまさに音が鳴りすぎｗｗｗｗ
[7:45:27] けんん1203: 一旦終わってるかｗｗｗｗ
[7:45:28] rinrin120811: おわってるｗ
[7:45:36] あるふぁか: ほぼ絞れててない？
