[0:00:10] れれらい: タイトルかわった〜
[6:21:50] meganeman555: wwwwwwwww
[6:21:50] レヴィ99: いま
[6:21:51] hukotyuunowifi: www
[6:21:51] だいこん食え: 先生に説教された後、さらに先生に説教されてるやん
[6:21:53] 1nooosee0507: wwwwm
[6:21:54] ruin0077: 社会経験の無さがなーｗ
[6:21:54] toumine: 天才か？ｗｗｗｗｗｗｗｗ
[6:21:54] りーふぃあん: wwwwww
[6:21:55] パンダマンです: ぬりましたwwww
[6:21:57] バカ息子: 葉は何を言っているんだ w
[6:21:57] しゅららぼん03: 今完全に塗りましたwww
[6:21:58] hachiko0000: wwwwwwww
[6:21:58] ryu_ki25: 言葉の選び方が子供www
[6:22:01] aoyanx: こいつら何も響いてないだろｗ
[6:22:02] あふだぞ: ありがとうございます？www
[6:22:02] 狐爪: 日本語下手すぎやw
[6:22:03] もずくみこみこ: やばいえwwwwww
[6:22:04] kakerun00: かっこいい
[6:22:06] sushiboysomg: いま完全に塗りました
[6:22:09] 如月93: おもろいわぁ
[6:22:09] nonono090: 落とし前どーする
[6:22:10] hukotyuunowifi: かっこよ
[6:22:10] dyism27: はいそうですwww
[6:22:10] みーもん_みーめもん: 大変だなぁ
[6:22:12] 桜花8728: 口プじゃ勝てないえ
[6:22:12] hachiko0000: かっこよw
[6:22:13] jonkonisi: 軽いw
[6:22:15] knty_jp: 葉くんの独特の日本語じわるｗ
[6:22:18] tututu35: 笑わんの無理だろw
[6:22:19] takaya55: はいそうですw
[6:22:19] jstatham00: ほんまおもろいｗ
[6:22:20] yuutomaki04: 流石すぎるえ〜
[6:22:22] RAMU002: この二人入れてNGにされた半グレの人かわいそうｗ
[6:22:23] リク21: karubisSiiiin
[6:22:24] hiyokomanjuuuuu: たぶん、まだ分かってないぞ
[6:22:25] aosame_kai: やっばいなぁw
[6:22:29] 海老フライマシンガン: ヴァンさんよく笑わないなw
[6:22:32] mini_gori: あ
[6:22:32] periodfn88: w
[6:22:32] jumper5478: 小物RPハマりすぎだろこいつらw
[6:22:33] key_1129caster: 何歳？w
[6:22:34] 玄米ソードマン: www
[6:22:36] もずくみこみこ: あ
[6:22:37] 1nooosee0507: あとであーだるかったーとか言っていいそう
[6:22:42] 88tomy88: 悪い意味で知られてるんだよなw
[6:22:42] hukotyuunowifi: お話が早い
[6:22:42] manrikiking: ありけん現実でも大変だなw
[6:22:42] ペチペチ教: あｗ
[6:22:43] jonkonisi: あw
[6:22:46] aosame_kai: あーあ
[6:22:55] レヴィ99: 前科あり？
[6:22:56] yuuuwakun: あ
[6:22:59] kakerun00: 悪い意味で知ってるってこと
[6:23:03] 鬼九: きたきたｗ
[6:23:06] ろいどです: ラルさんｗｗ
[6:23:07] nick__ski: 何やアイツとか言ってたらおもろいなｗ
[6:23:07] ssreiru: この場で唯一自由行動が許されてる人が強すぎるｗ
[6:23:08] もずくみこみこ: ギャンの情報力は凄いえ
[6:23:08] yuutomaki04: こっち見てきたえ〜w
[6:23:09] hukotyuunowifi: 餡ブレラ相手だからまだ優しい
[6:23:09] nonono090: ロックオンされたw
[6:23:09] ろいどです: ｗｗｗｗｗｗｗ
[6:23:10] ryu_ki25: 前科ありってことかwww
[6:23:11] Kirishisu: ｗｗｗｗｗｗｗｗｗｗ
[6:23:11] 玄米ソードマン: wwwwww
[6:23:11] Kaminagi_TKP: ｗｗｗｗｗｗｗｗｗｗ
[6:23:11] jonkonisi: 怖いw
[6:23:11] 鬼九: ｗｗｗｗｗｗｗｗｗｗｗｗ
[6:23:11] kakerun00: ｗ
[6:23:12] dondorondoteto: wwwwwwwww
[6:23:12] abyss_555: wwwwwwwwwwwww
[6:23:12] りーふぃあん: ラルさんwwww
[6:23:13] pyoko_n: twwww
[6:23:13] mini_gori: wwwwwww
[6:23:13] ichisanniiroku: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[6:23:14] Jewel_meat: wwwwwwww
[6:23:14] periodfn88: ww
[6:23:14] 013574_: ｗｗｗ
[6:23:15] aadfwe200: wwwwwww
[6:23:15] mabochi3: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[6:23:15] ナマコ魚雷: www
[6:23:15] tennkoh: wwww
[6:23:16] dyism27: wwwwwwwwwww
[6:23:16] Kirishisu: それはずるいｗｗｗ
[6:23:16] shun0628ns: wwwwwww
[6:23:16] きゅむぉ: ｗｗｗｗｗ
[6:23:17] hachiko0000: wwwwww
[6:23:17] Mamitidato: ｗｗｗ
[6:23:18] nonono090: ラルー
[6:23:19] キアトン: 笑わせにきてるやんｗｗｗｗｗｗｗ
[6:23:19] tou_orangetime: まじやばいww
[6:23:20] naminamiheey: wwwwwずるいw
[6:23:20] ruin0077: なにやってんのｗ
[6:23:21] bank4268: wwwwwww
[6:23:22] もぶおぢちゃん: www
[6:23:22] もずくみこみこ: やめてーwwwwww
[6:23:23] ペチペチ教: LUL LUL
[6:23:23] achan2805: 何しに来たんだよwww
[6:23:24] ティーセブン: 笑ってはいけないギャング
[6:23:24] aaaapplee: らるふ
[6:23:24] 赤見二等兵: こいつ殺すえぇ
[6:23:25] きゅむぉ: ＴＴＴＴＴ
[6:23:25] hachiko0000: なんでwwwww
[6:23:27] ノーシュ: 笑ってはいけないｗ
[6:23:27] むっしゅ: ラルさんが1番やばいwww
[6:23:27] ryu_ki25: ラルさんwww
[6:23:27] 10gara4_aaaa: 笑ってはいけない説教大会
[6:23:27] でじたま: ｗｗｗ
[6:23:28] リク21: karubisNnn ﾅﾝﾀﾞｺｲﾂ
[6:23:29] hiyokomanjuuuuu: ラルさん…
[6:23:30] shun0628ns: 笑わせにきてるやん
[6:23:31] meganeman555: お茶目すぎる
[6:23:31] 88tomy88: なにしてんやwww
[6:23:32] hachiko0000: 笑わせにきてるwwww
[6:23:32] mini_gori: これが一番ギャングなめてるだろwwwwwww
[6:23:37] ukkokei3: 笑っていけないwww
[6:23:38] nonono090: 笑ったら抗争だえw
[6:23:38] giuseppe_garibal: ラルさん無敵すぎる
[6:23:39] 牙王ちゃん: キマってる？
[6:23:49] もずくみこみこ: ヴァンさんが笑っちゃうからwww
[6:23:49] co_reich: ヴァンさんもう笑ってるしｗ
[6:23:54] hiyokomanjuuuuu: 頼む、射殺してくれ
[6:23:56] Pal32: ヴァンさんチョケてる人がいます！
[6:23:57] atsumori_pop: 誰が面倒みるんだえｗｗｗ
[6:23:57] 10gara4_aaaa: な～んでそんなことしちゃったんですかね〜ww
[6:23:58] 限界コンカフェ嬢: 笑ったら撃たれるWWW
[6:23:59] jonkonisi: ようもう喋るなw
[6:24:03] キアトン: どうしちゃいますｗ
[6:24:06] レヴィ99: 煽るなww
[6:24:09] ryu_ki25: もう喋るな
[6:24:11] ichisanniiroku: 葉やばいってｗｗｗｗｗｗ
[6:24:12] nick__ski: ポッポか？ｗ
[6:24:14] ゆうげり: ラルさんのせいで話が入ってこないwww
[6:24:17] Kirishisu: アイデンティティー武器なのかよｗｗ
[6:24:18] ミりン: こわw
[6:24:19] mini_gori: wwwwwww
[6:24:21] リク21: 丸坊主・・・ですか
[6:24:23] ryu_ki25: www
[6:24:23] hukotyuunowifi: 個性ww
[6:24:23] new_watto: WWWWWWWW
[6:24:24] ノーシュ: オールフォーワン？ｗ
[6:24:26] mutuki70: ｗｗｗｗｗｗｗｗ
[6:24:27] hachiko0000: 特徴個性wwww
[6:24:29] シノユキ: こわ
[6:24:29] periodfn88: ヒロアカ！？
[6:24:30] りーふぃあん: wwwwwwwwwwww
[6:24:30] tottocohamu: w
[6:24:32] dyism27: 高木坊主ですか
[6:24:32] Jewel_meat: wwwwwwww
[6:24:32] きゅむぉ: GG
[6:24:33] hukotyuunowifi: wwwww
[6:24:33] Kaminagi_TKP: 薬漬け？
[6:24:33] Naturedowl8597: もっとボケろ
[6:24:34] aosame_kai: ぽっぽ？
[6:24:35] 鬼九: ｗｗｗ
[6:24:35] kentadoghouse: 禊ぎ体験ｗｗｗ
[6:24:36] sushiboysomg: オールフォーワン
[6:24:37] mini_gori: ヴァンの負担がwwwwwww
[6:24:37] 10gara4_aaaa: 溶鉱炉ww
[6:24:37] tennkoh: もはや誰よりもストグラ楽しんでるよ彼ら
[6:24:39] hachiko0000: ヒロアカwwww
[6:24:40] iytreszhii: 藍沢先生！？！？
[6:24:42] もずくみこみこ: ヴァンさんがんばってwww
[6:24:48] yuutomaki04: ヴァンさんが大変だえ〜wwwwwww
[6:24:50] リク21: karubisTT ばいばいアフロ
[6:24:52] ittantan_: 薬か
[6:24:55] 狐爪: www
[6:25:00] meganeman555: 減ってね？
[6:25:02] 10gara4_aaaa: 舐めてるなぁww
[6:25:04] 海老フライマシンガン: wwww
[6:25:05] ミりン: 400万w
[6:25:05] bank4268: wwwwww
[6:25:06] ティーセブン: ヴァンさんに400万ｗｗｗｗ
[6:25:06] りーふぃあん: なめすぎwwwwwwww
[6:25:08] evi_kani: こいつら恐怖の感情が欠落してるえ
[6:25:09] ノーシュ: かえって失礼だってこともわからんｗ
[6:25:09] iytreszhii: 確実に舐めてるなあ
[6:25:10] ryu_ki25: 舐め腐ってるな
[6:25:10] kazu_kt: お前数千万送るとかやめとけwww
[6:25:12] ukkokei3: わおww
[6:25:12] 葉加瀬太郎にはかせたろう: 坊主白T？
[6:25:15] tottocohamu: w
[6:25:17] ichisanniiroku: アイデンティティ！いっきまーーす！！！
[6:25:21] hachiko0000: wwww
[6:25:23] パンダマンです: いきますwww
[6:25:24] key_1129caster: しめてもらおう
[6:25:24] りーふぃあん: アイデンティティいきますwwwwww
[6:25:29] ゆかな: wwww
[6:25:31] co_reich: 何も堪えなさそうだけどもｗ
[6:25:32] nonono090: なにがはじまるんだ
[6:25:33] 野苺: クビになってもしゃあないwwwww
[6:25:33] hachiko0000: 何されるんだろw
[6:25:36] matcha_pring: これもう劇団餡ブレラ始まってます
[6:25:37] 如月93: これ丸投げだろｗ
[6:25:37] sushiboysomg: 味方によっては教育を外注してるw
[6:25:39] abyss_555: wwwwwwwwwwwwwww
[6:25:40] ノーシュ: ｗｗｗｗｗｗｗｗｗ
[6:25:41] もずくみこみこ: wwwwww
[6:25:43] mini_gori: wwwwwwwwwwwwwwwwwwwww
[6:25:43] ミりン: wwwwwwwwww
[6:25:43] 88tomy88: なんでやねんw
[6:25:43] tennkoh: wwwwwwww
[6:25:44] haribo1031: wwwwwwwwww
[6:25:44] Jewel_meat: wwwwwwww
[6:25:44] Kirishisu: ヤバ過ぎるだろｗｗｗ
[6:25:45] pyoko_n: えええええこわいわ
[6:25:46] masgsa1052: お前が始めた物語だろｗ
[6:25:46] 海老フライマシンガン: wwwwwwwwwwwwwwwww
[6:25:46] 鬼九: ほんまｗｗｗ
[6:25:46] マンモスいちご: あいでんテイテイ
[6:25:47] hachiko0000: えwwwwww
[6:25:47] hiyokomanjuuuuu: ヤバい
[6:25:49] hukotyuunowifi: wwwww
[6:25:49] ノーシュ: なんで違うとおもったんだよｗｗｗｗｗｗ
[6:25:49] 10gara4_aaaa: 凄いなぁww
[6:25:51] shun0628ns: あいつらアホや
[6:25:51] jonkonisi: やべえw
[6:25:53] kamun4649: ｗｗｗｗｗｗｗｗｗ
[6:25:53] Jewel_meat: こええよもうw
[6:25:54] きゅむぉ: ｗｗｗｗｗ
[6:25:55] ichisanniiroku: おもろすぎるってｗｗｗｗｗｗｗｗｗ
[6:25:57] new_watto: WWWWWWWWWWWWWWWW
[6:25:58] リク21: karubisTT アフロ
[6:25:59] bank4268: やばいなぁwwww
[6:26:00] もずくみこみこ: なんで一緒に見送るえwwwwww
[6:26:03] takaya55: 終わってるw
[6:26:04] sushiboysomg: えっ私もですか？
[6:26:06] mutuki70: 葉やばいえ
[6:26:07] dyism27: 葉怖すぎるえwww
[6:26:11] 狐爪: 葉rpでもイライラしてしまうww
[6:26:12] mini_gori: 葉頭1つ抜けてるえw
[6:26:12] Kaminagi_TKP: ｗｗｗｗｗ
[6:26:15] 88tomy88: かわいそうやってwww
[6:26:16] りーふぃあん: wwwwwww
[6:26:16] 鬼九: 葉も相当やばいな
[6:26:16] むきめい: ラルさんも怖かった
[6:26:16] Naturedowl8597: アフロかるび
[6:26:17] co_reich: ヴァンさん可哀想すぎるｗ
[6:26:18] Jewel_meat: wwwwwwww
[6:26:18] yuutomaki04: 無茶ぶりだえ〜w
[6:26:18] ノーシュ: 爆弾送りつけたｗｗｗ
[6:26:19] abyss_555: ヴァンさんww
[6:26:19] ミりン: wwwwww
[6:26:19] 10gara4_aaaa: そうなんだよなぁww
[6:26:21] 葉加瀬太郎にはかせたろう: 坊主タンクトップくるかな
[6:26:23] リク21: 罰ゲーム
[6:26:23] dyism27: ヴァンさんごめん BibleThump
[6:26:26] naminamiheey: ずるいぞウェスウェスwww
[6:26:26] hachiko0000: ヴァンさんにすべて託したwwwww
[6:26:27] もずくみこみこ: 全投げしたボスwwwwww
[6:26:28] nonono090: いくら包んだんだえw
[6:26:30] yuutomaki04: ボスが1番悪いえ〜w
[6:26:31] kentadoghouse: 押し付けｗｗｗ
[6:26:31] Naturedowl8597: かるびが二人って考えるとウケる
[6:26:31] si0083: っっw
[6:26:32] 玄米ソードマン: ヴァンさんならやってくれるよw
[6:26:32] 鬼九: ｗｗｗｗｗｗｗｗ
[6:26:34] きゅむぉ: 甘え方ずるｗ
[6:26:34] tottocohamu: 無茶振りすぎるw
[6:26:35] Jewel_meat: すいませんヴァンさん
[6:26:35] ukkokei3: 手に負えないえ〜
[6:26:40] lightning_baron99: 甘えたいだけやんｗｗｗ
[6:26:44] mini_gori: ヴァンさんほんますまん
[6:26:44] 左衛門三郎1129: 金のネックレスはずそwww
[6:26:46] yakisobapaaan: もうボスも困ってるやんwww
[6:26:54] たろをまんじ: いくら払ったんだろw
[6:27:08] ノーシュ: 話通じなさすぎて困惑ｗ
[6:27:10] twmonitor: ハゲは確定ｗ
[6:27:19] iytreszhii: 見てる側は最高なんよ
[6:27:24] Jewel_meat: wwwwwwww
[6:27:34] リク21: え
[6:27:42] nonono090: ラルさんはモズなんか？
[6:27:44] harumaki040212: 丸投げ成功したww
[6:27:45] pyoko_n: 株急上昇
[6:27:47] 10gara4_aaaa: チャルロスの株が上がり続けるw
[6:27:47] Naturedowl8597: イカれ三連だったら胃が死んでたよ
[6:27:47] もずくみこみこ: wwwwww
[6:27:47] mekemeke33: まとも枠ｗｗｗ
[6:27:50] atsumori_pop: 相対的にチャルロスの株が爆上がりしてて草ｗｗｗｗｗ
[6:27:50] sabachann123456: ww
[6:27:52] りーふぃあん: wwwww
[6:27:53] ろいどです: ｗｗｗｗｗ
[6:27:55] パンダマンです: 何もしなくても株あがるえ～
[6:27:55] 88tomy88: チャルロスの優秀さが引き立つw
[6:27:56] Jewel_meat: www
[6:27:58] りーふぃあん: 人間的にwww
[6:27:59] furunakisate: 優秀すぎるw
[6:28:01] 013574_: しごできｗｗ
[6:28:02] Naturedowl8597: 本当に天竜人か？
[6:28:02] sushiboysomg: 株が上がるな
[6:28:06] wr_dqras: 同期のおかげで一生Ｋぶ
[6:28:08] kakerun00: あー、確かに
[6:28:09] astax921: wwwwwww
[6:28:09] waka919: 葉は同接の為かな
[6:28:11] ichisanniiroku: ありけんいいな～ｗ
[6:28:13] キアトン: 勝手に株があがるｗ
[6:28:28] ティポン: もうバケモノだえ
[6:28:32] wr_dqras: どうきのおかげ
[6:28:34] aoyanx: 天竜人のほうがまともだえ
[6:28:36] もずくみこみこ: wwwwwwwww
[6:28:39] naminamiheey: wwwww
[6:28:44] たろをまんじ: wwww
[6:28:50] きゅむぉ: ｗｗｗｗｗ
[6:28:51] もずくみこみこ: そうなんよwww
[6:28:51] atsumori_pop: オールインに沈めてもらった方がよかったかもしれんｗｗｗｗ
[6:28:52] 狐爪: ww
[6:28:55] Naturedowl8597: めちゃくちゃおもろいぞ
[6:28:56] sabachann123456: www
[6:28:56] Jewel_meat: wwwwwwww
[6:28:57] nonono090: wくそがき
[6:28:59] 塩唐揚げ: 子育てパート
[6:29:00] tnxmw: がちでそれ
[6:29:01] Naturedowl8597: それはやだ
[6:29:03] periodfn88: あ
[6:29:04] kakerun00: きたか
[6:29:06] 013574_: 放逐ｗｗｗ
[6:29:12] Naturedowl8597: おもろいから
[6:29:14] binzdayo: ドッキリしよか
[6:29:14] あめあられさん: 同期....
[6:29:16] mini_gori: 強いかなぁw
[6:29:18] Kirishisu: 普通に考えたらくびやけどｗｗ
[6:29:19] girotin89: 鉄砲玉か
[6:29:21] ノーシュ: そこはみんな守ってあげようとするの好きｗ
[6:29:31] sushiboysomg: ガチでクビになるルートあるからな
[6:29:47] marian36: 保護者付けるか
[6:29:48] 狐爪: 葉は無理だろw
[6:29:50] Naturedowl8597: クビドッキリやるか！
[6:29:51] もずくみこみこ: そうなんよねぇ理解力がwww
[6:29:53] リク21: 葉はクビになると成り上がり編が始まりそうでそれはそれで熱い
[6:29:53] yuutomaki04: 同期が消えるかもしれないえ〜w
[6:29:53] kentadoghouse: 飼育…ｗ
[6:29:56] papapapupepon: 問題は二人いることなんよなw
[6:29:57] 10gara4_aaaa: 痛い目見ても分かるんだろうかw
[6:29:59] hukotyuunowifi: みんな優しいw
[6:29:59] Jewel_meat: 身体で覚えてもらうしか
[6:30:01] Kaminagi_TKP: 最初？
[6:30:02] hokuyu: ボスほんとにクビにするからな
[6:30:03] mini_gori: wwwwwww
[6:30:05] nonono090: へー
[6:30:20] mini_gori: かっこよかったね
[6:30:24] hukotyuunowifi: 雑巾みたいに搾り取られてくるの願うわ
[6:31:00] mini_gori: こえーw
[6:31:03] hokuyu: 泳がせるか
[6:31:11] ノーシュ: よし、じゃあ次は助けないｗ
[6:31:13] ティポン: もう子育てよな
[6:31:18] sushiboysomg: わきを式教育術
[6:31:18] 夜食はお茶漬け: 今の状況は痛い目ではないのかｗ
[6:31:19] Naturedowl8597: 育児かえ？
[6:31:32] もずくみこみこ: そうなんよねぇwww
[6:31:33] Naturedowl8597: 「楽しかったー！」言いそう
[6:31:37] Re_va2la: 痛い目あっても楽しみそうよな
[6:31:42] toumine: 保護者の会
[6:31:57] sukesann: 正式採用撤回するか
[6:32:01] atsumori_pop: やっぱ一回オールインにボッコボコに詰められて沈められたほうが勉強になったかｗｗｗｗｗ
[6:32:02] riou18: 罰金
[6:32:13] aosame_kai: 1億分の武器納品
[6:32:21] papapapupepon: 一回どんな感じで話しかけてかみんなで見たいな
[6:32:26] あめあられさん: 高木Irisに沈められたやんwww
[6:32:42] もずくみこみこ: wwwwww
[6:32:44] 狐爪: wwww
[6:32:45] giuseppe_garibal: 最初は先輩って言ってたのにいつの間にか同期になってるえ
[6:32:47] りーふぃあん: wwwwwww
