[0:00:18] Muuwannn: wow
[5:22:32] 4rmie: เคยเจอแต่เศษตัง
[5:22:34] chanatripsongkrasin18: 5555
[5:22:36] sutlnwv2: จุกเมห็น55
[5:22:37] deankung123: จุกมือปืน 9000 นัด
[5:22:40] aomamxii: จุกจะฉายวะ
[5:22:42] pattara04: ชื่อใหม่จุกเหม็น
[5:22:42] cavetko: มั่วบ้านงาน5555
[5:22:44] markzaza_156: มาละยิงที่ตายอะ
[5:22:44] jetsadakon_frame1352: จุกจะเฉิด
[5:22:46] purple_moon_iusupczz: @winz_xd อ๋อ แล้วไงต่ออ่ะ rebirthztvHaha
[5:22:47] EMWILD_: ชื่อน้อออออ rebirthztvHaha Kappa
[5:22:49] babybeammm: จุกกรู้จะเฉิดดด
[5:22:52] deankung123: เอาพี่เฉย555
[5:22:59] prachkub: จุกเก่งนะผมว่า
[5:22:59] naeha02: ตึงโคตร
[5:23:00] bxllzq_: บอกน้องๆ มันใช่เป้ากลางจอได้นะ
[5:23:01] WinzBusy: @purple_purple_iusupczz โคตรตึง
[5:23:01] zeetar_u: @deankung123 นั้นมันครู
[5:23:03] I_beach: rebirthztvHaha
[5:23:03] im_sinza: เรียกชื่อส้าาา
[5:23:06] tonyinwzaak47: 5555555
[5:23:07] bishopxq: เฉยไงลุงเเม่นเฉยมาลงก็ได้ถ้าลุงเอาคนเพิ่ม
[5:23:09] green_green_jxustvzz: @purple_purple_iusupczz ใช่เกม624mb ใช่มะ
[5:23:09] unnieee239: ทีมอื่นก็โหด
[5:23:12] WinzBusy: 5555
[5:23:13] w6666666666669: ปืนเขาเล่นแบบไม่มีใครเข้าไกล้ได้เลย
[5:23:16] purple_moon_iusupczz: @winz_xd HahaSweat
[5:23:20] anas_ut: 555555
[5:23:24] pleumkun: เนียนสินเ
[5:23:26] Yuki_pd: 555555
[5:23:27] delta_drimitri: 555555555
[5:23:28] yedgetmoney: 55555555555
[5:23:29] ning_chsph: เนียน
[5:23:29] dekkenmainslime: 5555555555555
[5:23:31] BIWyaniz: 555555555555555
[5:23:31] anas_ut: เนียน
[5:23:34] MuiLive: มีหน่อยคราฟของ ให้กั้มลงไหม
[5:23:36] somin_mux: 55555555
[5:23:37] dragonxfrank: 55555555
[5:23:38] suphachai2544: 555555
[5:23:39] arlan_4: 55555
[5:23:40] ooyza385: 5555
[5:23:41] zoriszz: เนีย
[5:23:41] Yuki_pd: 55555
[5:23:42] kobjailailai: 55555
[5:23:42] shon_dohee: เนียน
[5:23:42] toey_169: 5555
[5:23:42] conner_x01: 555555
[5:23:43] padkapoa: 5555555
[5:23:43] MuiLive: หน่วย
[5:23:45] toto_bear: 55555
[5:23:46] deankung123: 555
[5:23:46] KatoMegumiXD_hs: แล้วสรุปวันแข่งจริง ทริควาป/บูส ใช้ได้ไหมครับ
[5:23:46] ammarin41: เนียนๆ
[5:23:46] stamp_v4: 5555555
[5:23:48] polop1122: เนียน
[5:23:48] pongsakornsss: 555555 เนียนจริงหรอ
[5:23:49] purple_moon_iusupczz: @green_green_jxustvzz ที่เป็นรูป ตัวสีดำๆกำลังกินโปลิ่งอ่ะ
[5:23:49] grammarrrrrr: เนียน55555
[5:23:51] contact_8888: 55555
[5:23:53] 4rmie: no.1ต้องพี่xครับ เรื่องสาวอะ
[5:23:54] padkapoa: พลางตัววว
[5:23:56] bam_2601: rebirthztvNeiyn rebirthztvNeiyn
[5:23:59] gryffindorr: 55555555555
[5:23:59] K3nNicolai: 5555
[5:24:01] WinzBusy: GlitchCat
[5:24:04] suphachai2544: 555
[5:24:05] japahleaw: 55555
[5:24:06] kooktum1235: 55555
[5:24:07] MrKee_Chdz: มั่วงาน555
[5:24:09] patauto08: Dw
[5:24:13] pattarakarn_1447: เด่วนะะะ
[5:24:13] deankung123: มั่วลี่
[5:24:13] contact_8888: อนียนจิงๆ
[5:24:14] K3nNicolai: มั่งบ้านงาน
[5:24:14] WinzBusy: 5555555
[5:24:15] toto_bear: มั่วบ้างาน
[5:24:17] green_green_jxustvzz: @purple_purple_iusupczz เล่นกับพี่ได้ป่ะ
[5:24:26] karukung: 555555555
[5:24:27] gt__baby: 5555
[5:24:27] EMWILD_: 5555555555555555
[5:24:28] pa9hapashu: 555555555555555
[5:24:28] midokeruk_: 555555
[5:24:29] sutlnwv2: 555555555
[5:24:29] anas_ut: 555555
[5:24:29] BIWyaniz: 55555555
[5:24:30] wavebarndon69: เค้าไม่เห็นหรอ
[5:24:30] purple_moon_iusupczz: @green_green_jxustvzz มันเล่นได้ StinkyGlitch
[5:24:31] padkapoa: 5555555
[5:24:31] 19__ning_d: 55555
[5:24:32] SECHZEHN_: rebirthztvHaha
[5:24:32] dekkenmainslime: 55555555555
[5:24:32] kit_ksm: 555555555555555
[5:24:32] rezeero: 55555555
[5:24:34] maneerut1121: ไม่รู้จริงดิ
[5:24:37] deankung123: มั่วลี่จัด
[5:24:37] zeetar_u: เนียน
[5:24:38] aumkrwhcn_: เอ้าไม่รู้ซะด้วย5555
[5:24:40] tar_zpia: 55555
[5:24:41] bankolo987: ร้องอีกแย้ว
[5:24:44] colazaaa: เนียนด้วย
[5:24:44] wnydboyy: ไม่มีใครทักอะ555555
[5:24:47] jetsadakon_frame1352: คล้ายกันจริงนะ555
[5:24:48] shon_dohee: เขาพึ่งเห็นนะมะกี้555
[5:24:48] japahleaw: 55555
[5:24:49] jay_wittawat: !uptime
[5:24:50] night_nito: กูรักชาติตตตต
[5:24:50] green_green_jxustvzz: พี่กินน้ำวันนี้กี่ถังครับ
[5:24:50] Nightbot: Stream uptime 5 hours, 25 minutes, 9 seconds
[5:24:52] I_beach: f11
[5:24:54] maserball: <3 <3
[5:24:56] ooyza385: ชุดอย่างเนียนอ่ะ
[5:24:57] redwilson_: สูทขาวก็เท่นะเนีย
[5:25:10] jaxper_7: พี่โทนี่เสียงเอกลักษณ์มาก
[5:25:15] I_beach: F11มั่งลุง
[5:25:21] teehid1x: F11บิดดูคับพี่
[5:25:23] tiwmoi: @green_green_jxustvzz 555
[5:25:26] green_green_jxustvzz: @beach_gg ไรงะ
[5:25:29] xerov26: อันนี้มีย้อนหลังใช่มั้ยฮะ
[5:25:29] yo_thanawat: ลุงไม่มีเเอดมินป่าว
[5:25:35] naeha02: สวัสดีครับพี่เอส
[5:25:35] prachkub: เขาไปห้องน้ำครับ
[5:25:41] I_beach: @green_green_jxustvzz บิดดูง้าบบบ
[5:25:42] l3odyl3oyzz: !แข่ง
[5:25:44] tonyinwzaak47: พี่ไม่มีแอดมินเหรอ 555555
[5:25:46] golden_god_1: เมื่อกี้ไม่มีพ่อของมิเกล
[5:25:49] NireNiro: F11 คือไรอะ
[5:25:51] EMWILD_: Kappa
[5:25:51] NirAnkoeDkhiaO: @xerov98 มีงับ
[5:25:52] purple_moon_iusupczz: @green_green_jxustvzz เข้ามาวาเคนนี่>เนมซิส ต่อนะ เซิฟอ่ะ
[5:25:54] chna_pat: ✌🏼🥺
[5:26:01] xerov26: อะเคงับ
[5:26:05] metel_jubjub: !uptime
[5:26:05] MONARCH447: JAK ON TOP
[5:26:06] Nightbot: Stream uptime 5 hours, 26 minutes, 25 seconds
[5:26:14] green_green_jxustvzz: @purple_purple_iusupczz เคครับพี่
[5:26:16] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[5:26:17] 4rmie: ย้อนได้แล้วลุงซื้อลิขสิทเพลงแล้ว
[5:26:31] green_green_jxustvzz: @purple_purple_iusupczz พี่รับแอดผมได้ป่ะจะซิบ
[5:26:36] 05beer: อยากรวยจัง
[5:26:41] redwilson_: แผนวงกลม55555
[5:26:51] purple_moon_iusupczz: @green_green_jxustvzz อ่าเดะทักไปนะ
[5:26:52] thefiercefish: พี่ติดต่อโคชที่แชทดิพี่
[5:26:53] organic420: @05beer ทำงานครับ
[5:26:59] green_green_jxustvzz: @purple_purple_iusupczz ครับพี่
[5:27:02] RbSymbolize: ซ้อมกี่ชมครับ
[5:27:03] no1nogod: highboy
[5:27:09] pleumkun: เจอกับเเก๊งไรครับ
[5:27:11] fransyd1: แผน 4-3-3
[5:27:19] patthaponz: dw
[5:27:20] 05beer: @organic420 ห้ะ?
[5:27:23] 4rmie: dw
[5:27:28] jatupong_te: ซื้อกระสุนก่อน
[5:27:35] bigmth: .......
[5:27:35] yo_thanawat: ปืนอีก1
[5:27:38] teamseau: วันแข่งจิงหมอ3นะ ต้องให้หมอห้ามตายจะดีไหมหมอตายให้คนอื่นชุปหมอก่อน
[5:27:45] tonyinwzaak47: ปืนขาด
[5:27:48] K3nNicolai: 5555
[5:27:52] openError: ปืนขาด
[5:27:55] maxrodj: สมเล่นปืน
[5:27:56] nnitsupa: LUL
[5:28:01] Jeleonenighstand: @teamseau หมอทุกคน
[5:28:03] james_sjames: ลุงเล่นปีน
[5:28:08] nookkieiiz: rebirthztvTew rebirthztvTew
[5:28:15] januarywish: 555555555555
[5:28:20] jatupong_te: ซื้อกระสุนก่อนๆ
[5:28:21] inuzukaz_: ซื้อกระสุนโด้ยย
[5:28:27] babananaz: สนีบเรา 3 เลยนะ
[5:28:28] heartzaxa: มีดอะใครเล่น
[5:28:29] n1n2kill: VoHiYo
[5:28:32] HarunSiriphat: @vissarutice_ ห่ะ3ไม่ใช่ออ
[5:28:32] james_sjames: rebirthztvLove
[5:28:33] teamseau: หมอ3ไม่ใช้หรอที่เป็นยศหมอ
[5:28:33] markzaza_156: ละลุงเล่น
[5:28:34] vdriam: hola
[5:28:35] euronoi: อยากเห็นมานานแล้วลุงกับพี่ตี๋ปืน555
[5:28:37] pop566: กระสุน
[5:28:42] paracetamol_2med: ทิมนักรัก Kappa
[5:28:43] non18x: เเชทผมถามหน่อยถ้าตำรวจไห้ซ้อมอีกฝ่ายลงเเทงได้มั้ย
[5:28:44] MaithaiJaitawan: LUL
[5:28:48] chanatripsongkrasin18: โค็ชชัดๆ
[5:29:00] im_sinza: โดนอะไรอะโดนไอนี่
[5:29:04] nnitsupa: @aadd9 ResidentSleeper
[5:29:05] blindersj: rebirthztv5555 rebirthztv5555
[5:29:05] deankung123: @non18x ได้ แต่ต้องยอมรับในการโดนยึดอาวุธ
[5:29:06] mint_1177: ยสหมอ3ส่วนคนอื่นชุบได้เเต่จะช้ากว่า
[5:29:08] chanatripsongkrasin18: ค่าตัวเท่าไหร์ครับ
[5:29:32] 4rmie: ช่วงนี้ทิมกำลังเฉิดในวอทนะ 5555
[5:29:39] sarayutkp: โจเซ่ มูลินแม็ค
[5:29:52] unnieee239: ให้ทิมเฉิดไปเหอะ 55555
[5:29:55] markzaza_156: เราปืนสามปะ
[5:30:05] sangod456: !streamup
[5:30:09] jameszas7878: ปืนเรา3ปะ
[5:30:19] julyyzzz: ลุงแม้กกับอาตี๋ลงแข่งไหมครับตกลง
[5:30:26] MuiLive: ลง
[5:30:28] sangod456: !strean
[5:30:28] yo_thanawat: 2
[5:30:36] xjohunx: ห๊ะ
[5:30:36] pleumkun: สรุปลงเเข่งหรอ
[5:30:43] ituu_001: พิมตามกันแน้วว
[5:30:46] MuiLive: มีชื่ออยู่
[5:30:47] 4rmie: ปืนยิงลุงไม่พัก
[5:30:48] ranlabpaithangnai: 555555555555555
[5:30:51] sorryprettyboii: 555
[5:30:51] MuiLive: คิดว่าลงนะ
[5:30:56] markzaza_156: ยิงเพื่อนตอนชุบ
[5:30:59] pleumkun: ว้าว
[5:31:15] teatealnw555: แต่แข่งจริง ไม่ได้ รวมไฟต์แบบนี้ มังลุง
[5:31:17] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[5:31:23] vivcion: ลงชื่อไว้เฉยๆป่าวดาบ ดูไว้ก็ลงเฉินไว้ ไม่แน่ใจนะ
[5:31:38] noomza12345za: @muilive ยังไงแกก้ต้องลงเพราะน้องที่แกตั้งไว้ตัวจริงติดเรียนกันเยอะพี่
[5:31:47] julyyzzz: เห็นอาเฉินกับเกียร์มีชื่อแต่ก็ไม่ได้ลงอ่ะครับ เลยอยากรุ้ว่าลุงกะอาตี๋ลงไหม5555
[5:32:00] vivcion: เสียดายเวดจัดๆ
[5:32:06] pleumkun: ลงหรือไม่ลงรอดูตอนเเข่งครับ
[5:32:15] songsuda555: ตาลายจัดๆ
[5:32:18] yeddab: ตัวจิงติดเรียนเยอะไห้ตัวสำรองลง
[5:32:20] kikkermaja56: โค้ชมาล่ะ1
[5:32:46] yeddab: @kikkermaja56 ไหนอะโค้ชไม่เห็นมีนะตัวเองป่าว
[5:32:48] bvstdrss: ซ้อมกับใครครับ
[5:33:00] EMWILD_: RST
[5:33:01] monthonjames: อันนี้เจอกับทีมไรครับพึ่งมา
[5:33:01] kikkermaja56: @yeddab ร้อนไรหนิ
[5:33:07] pleumkun: โค้ชทิพย์ LUL
[5:33:09] noomza12345za: @kikkermaja56 อย่าแซะใครนะครับระวังโดนแบน
[5:33:14] YEESAY_Y: ปืนทีมนี้โครตแม่น
[5:33:15] chanatripsongkrasin18: ล่อกันแล้ว
[5:33:19] yeddab: 55555 โค้กทิพย์
[5:33:21] ranlabpaithangnai: 5555555555
[5:33:25] 1shiryu: ปืนเขายิงดีนะ ติดมึนยังยิงโดน
[5:33:25] my_name_1: ปืนโหด
[5:33:28] MuiLive: WutFace
[5:33:28] TENLOWWELL: โค้ชทิพ5555
[5:33:31] jiraphattv: ใจเย็น
[5:33:32] HarunSiriphat: ไม่ไหวๆ GlitchLit
[5:33:32] 4rmie: เวลานี้อะไรก็อร่อยนะหามากินละดูไปด้วยอย่างฟิน
[5:33:32] chanatripsongkrasin18: แชทเล่นกันแล้ว
[5:33:32] vivcion: ไหนวะโค้ช5555555
[5:33:40] dose_p26: ปืนตัดเกมได้เยอะเลยอะทีมเค้า
[5:33:42] ohm21212121: เริ่มแข่งวันไหนอะครับแชท
[5:33:44] kikkermaja56: @n_songpon02 หมายถึงแชทป่าวหนิ
[5:33:44] bxllzq_: ไม่เห็นใครสั่งสักคน โค้ชทิพย์555
[5:33:45] mark_no1: มีพนันไหม
[5:33:45] paloxZx: ลเราเจอทีมเขาพน
[5:33:46] deankung123: จุกมา555
[5:33:47] HarunSiriphat: ปีศาจจงตื่นนนน
[5:33:48] kodchathorn: จุกมา
[5:33:49] pongsapakthiamchai: จุกมาแล้ว
[5:33:52] Koken420: นอนละครับทุกคนฝันดีครับ
[5:33:59] tonyinwzaak47: จุกมาาาา
[5:34:00] night_nito: ลองเล่นสเต็ป สก็อต ลุง ไหมครับ
[5:34:03] im_sinza: สู้ๆๆๆๆ
[5:34:06] funnyyTH: ฝันดีค้าบ
[5:34:09] babananaz: น้องเวดเขาเก่งอยู่แล้วซ้อมนิดหน่อยก็เข้ามือแล้ว
[5:34:11] dose_p26: ปืนยิงเราล้มแล้วเข้าซ้ำต่อเลย
[5:34:25] 3in1ff: เจสเเทนพี่สมมั้ย
[5:34:25] tan_888: เจสตี้เล่นดีนะ
[5:34:26] get_00: rebirthztvHoldem
[5:34:27] MooNlighT_Bi04: พี่สม
[5:34:29] ajaxxxz_: พี่สมป่าว
[5:34:34] markzaza_156: 55
[5:34:35] 4rmie: หือออกลิ่นทะลุ 555
[5:34:35] paloxZx: พี่สมสิ
[5:34:37] 05beer: นี่ไงโค้ชเต้มแชท
[5:34:37] mungkuyrai: สมชาย
[5:34:37] fah_js: สมออกป่าวว
[5:34:40] tonyinwzaak47: สมเปล่าพี่
[5:34:41] Anakin_XD: เป็นซะอย่างนี้ แชทชอบแซะเองกัน แล้วก็ทะเลาะกัน 5555555
[5:34:47] mungkuyrai: สมชายใบลุง
[5:34:48] pongsakornsss: อย่าสั่งเดะเค้าคิดเอง
[5:34:48] markzaza_156: ปล่อยสมชายเล่นบ้าง
[5:34:51] pongsapakthiamchai: เจสเป็นงานจัด
