[0:00:20] 小太刀00: おはよございます！
[8:18:51] 職人: そうじゃねえのよｗｗｗ
[8:18:57] mci_foden: こいつらw
[8:19:08] 捲土重来けんど: 良い癒しだえ
[8:19:17] sushiboysomg: 溢れ出る修学旅行感
[8:20:00] gundora23: あ
[8:20:07] ソルティー_: ん？
[8:20:08] 黒夜叉まる: え
[8:20:15] hachiko0000: え？
[8:20:24] shun0628ns: え
[8:20:33] ナマコ魚雷: おわってるwww
[8:20:36] hiyokomanjuuuuu: まじ？
[8:20:39] 黒夜叉まる: マジかよww
[8:20:43] sushiboysomg: まじかよ
[8:20:51] shun0628ns: まじかぇー
[8:21:06] 黒夜叉まる: 凄いなホントにw
[8:21:08] hiyokomanjuuuuu: 次、覚えてなかったら殺すって言われてたよねｗ
[8:21:32] sabachann123456: ww
[8:21:36] papapapupepon: 正直すぎるw
[8:21:37] 花咲か兄さん: アウト
[8:21:46] sabachann123456: あ
[8:21:48] kakerun00: アウトｗ
[8:21:48] 職人: おいｗｗｗｗｗ
[8:21:49] ソルティー_: ちがうなw
[8:21:50] 赤見二等兵: あ
[8:21:50] チャッぴー: wwwwwww
[8:21:51] 花咲か兄さん: あ
[8:21:51] nonono090: ありけんw
[8:21:53] gundora23: ｗｗｗ
[8:21:53] きえさん: アウトすぎるな
[8:21:55] 黒夜叉まる: マジかよwww
[8:21:57] しゅう1017: ｗｗｗ
[8:21:59] tricluster: 即レス貫通ｗｗｗｗ
[8:22:00] shun0628ns: wwwwwww
[8:22:00] 花咲か兄さん: 勢いで言っちゃったえ
[8:22:05] sushiboysomg: おわってるw
[8:22:10] 黒夜叉まる: 安定のありけん呼びw
[8:22:38] ミりン: ロケットw
[8:22:42] 黒夜叉まる: www
[8:22:42] nonono090: ロケットだえー
[8:22:47] 花咲か兄さん: あの子は寝ちゃったかえ
[8:23:16] gundora23: 今日のくまちゃんは寝た方がいい
[8:23:39] nonono090: くまちゃん大変なの？
[8:23:56] tarou0796: くまちゃんめっちゃ酔ってる
[8:24:06] nonono090: wそうなんだ
[8:24:08] tricluster: 久々のヘリあついな
[8:24:14] レヴィ99: チャルロス車ないよね
[8:25:21] gundora23: https://clips.twitch.tv/LivelyElatedPelicanStoneLightning-Ou4dx8x7YSVN3E_p
[8:26:43] mini_gori: 高木と葉大丈夫かなぁw
[8:27:29] nonono090: クリップありがとうございました！めちゃおもしろかったです
[8:28:08] gundora23: いそげー！！
[8:28:58] nonono090: 雪だー
[8:29:12] o5_oma: さすがに修理か？
[8:29:19] レヴィ99: 雪と相性悪いなこの車
[8:29:44] atsumori_pop: ひえーいそげいそげ
[8:29:58] gundora23: 雪だとキャリコ欲しくなるね
[8:30:06] きえさん: 先輩達準備速いね
[8:30:11] nonono090: なんか慌ただしいえ
[8:30:46] shun0628ns: 頑張るぇー
[8:31:05] nonono090: モンハンみたいにアイテムのテンプレート組めたらいいのに
[8:31:13] gundora23: キャリコがあれば
[8:31:17] ソルティー_: サス入ってたっけ、その車
[8:33:42] nonono090: うおおおおお
[8:34:09] hironoshin_ki: れりあから鍵もらうの忘れた絵
[8:34:40] nonono090: 犬に気を付けるえ
[8:34:41] マンボー大使: そういうコメ嫌われるよ
[8:34:50] レヴィ99: がんばるえー
[8:34:51] すぱ: 頑張るえ～
[8:34:54] gundora23: がんばれー
[8:34:57] きえさん: がんばるえ
[8:35:04] くろとりよん: そすさんかっけぇな
[8:35:05] atsumori_pop: がんばれがんばれ～
[8:35:20] nyonmenm: @kontai1 オウム返し
[8:35:20] sushiboysomg: たかぎw
[8:36:00] twmonitor: うっま
[8:36:05] すぱ: ぶっ飛んだなｗｗｗ
[8:36:06] nonono090: やっちまうえ
[8:36:11] atsumori_pop: やったか！？
[8:36:41] gundora23: いい判断
[8:37:01] gundora23: ドアない～
[8:37:11] atsumori_pop: ファイティン！
[8:37:29] nenenba3: 葉は今日めちゃくちゃ活躍してるな
[8:37:43] sushiboysomg: 高木いきてるのか？
[8:38:00] nonono090: 盛り上がってきた
[8:38:17] nonono090: 犬絶対やるえ
[8:38:25] haru524288: うっま
[8:38:26] opefgrapon: ないすー
[8:38:27] 花咲か兄さん: ナイス
[8:38:28] atsumori_pop: いいねえ！！
[8:38:29] レヴィ99: ナイス
[8:38:29] gundora23: ないす！！
[8:38:29] maru1234a: ないすうう
[8:38:29] ぱぱらぱ00: おお
[8:38:31] 捲土重来けんど: うますぎい
[8:38:31] くろとりよん: ないすー
[8:38:32] tokino8044: ないすー
[8:38:33] KABAYAKIGG: ないすぅー
[8:38:35] きえさん: ないすないす
[8:38:36] かーくん_: ナイス横転
[8:38:47] riou18: パンクしたかえ？
[8:38:50] papapapupepon: 雪あるから横転させやすそうやな
[8:39:08] konkon9011: 犬だ
[8:39:14] gundora23: いいぞー
[8:39:19] akapen7293: パンクきついえ
[8:39:20] truetree39: 激熱
[8:39:24] とろとろぴく: 逃げれる！？
[8:39:28] sushiboysomg: カーリングみたいやな
[8:39:33] konkon9011: わお
[8:39:40] ペチペチ教: Woo
[8:39:41] tokino8044: かっこよ
[8:39:52] megu0418: ｗｗｗ
[8:39:56] sa1mon15: www
[8:39:56] mini_gori: wwwwwwwww
[8:39:57] らんぱ: wwww
[8:39:59] tokino8044: www
[8:40:01] きえさん: まじか
[8:40:01] hachiko0000: wwwwww
[8:40:01] nonono090: こええええ
[8:40:02] KABAYAKIGG: www
[8:40:03] 花咲か兄さん: あっぶね
[8:40:08] ソルティー_: やばすぎw
[8:40:09] とろとろぴく: ワンチャン死ぬ
[8:40:11] mini_gori: もう利敵やんwwwwwww
[8:40:12] yuutomaki04: 出血がやべー
[8:40:15] takuchan12: 逃げろー
[8:40:15] haru524288: セーフ
[8:40:15] gundora23: 滑って止まれんかったか
[8:40:16] sushiboysomg: やべー
[8:40:21] レヴィ99: あぶねー
[8:40:25] gundora23: 一旦整い
[8:40:27] assistobake: あぶなかったあ
[8:40:44] maru1234a: 逃げれるかな
[8:40:44] sushiboysomg: もう逃げで良さそう
[8:40:56] とろとろぴく: おそこでお尻クルクルされたのギリギリだったなぁw
[8:41:04] nonono090: ファイトやな
[8:41:23] opefgrapon: ナイスー
[8:41:24] nonono090: しゃああああ
[8:41:24] konkon9011: ないす
[8:41:25] kakerun00: ナイス
[8:41:25] Xirilla_: ないすー
[8:41:28] tokino8044: ないす！
[8:41:29] papapapupepon: めっちゃ噛み合ったな
[8:41:37] tokunkun: すれ違った
[8:41:38] ソルティー_: がんばれ
[8:41:39] akabeko0003: すれ違いビビるなw
[8:42:04] きえさん: かっこいい
[8:42:09] ぱぱらぱ00: あぶ
[8:42:12] mini_gori: やっちまえー！
[8:42:19] twmonitor: FFが怖い
[8:42:27] とろとろぴく: しぬぅ
[8:42:27] akabeko0003: かっけええ
[8:42:33] nonono090: やるぞ
[8:42:36] nyonmenm: 撃ち合いたいだけだろｗｗ
[8:42:36] ichisanniiroku: 漢ちゃるやっちまえおら！！！
[8:42:42] シノハジ: 漢や
[8:42:43] とろとろぴく: 殺すべ殺すべ
[8:42:45] とみーばーど: かっこいいぇ！
[8:42:45] pilafu0: カッコいいえ
[8:42:49] nonono090: これがチャルロス
[8:42:52] tokino8044: 漢チャルロス
[8:42:53] gundora23: やっちまえー
[8:42:54] ぱぱらぱ00: 血とまれー
[8:42:54] 黒夜叉まる: 殿のチャルロス
[8:42:56] noko_noko3: もう勝ちは決まってる！やってやるえ！
[8:42:58] texcoawg1309: 一人でも多く道連れじゃ！
[8:43:00] mimisaku3123: チャルの殿かっこよ！
[8:43:02] risuzu_00: sayがでてきてるえカッコイイえ
[8:43:06] レヴィ99: ナイス回復
[8:43:07] Xirilla_: 全員やって帰るえ
[8:43:12] まじぇすてぃっく: 頑張れ～～～～
[8:43:21] 祭礼: がんばれ〜
[8:43:41] ソルティー_: うわー
[8:43:41] ペチペチ教: お！裏とれるか！
[8:43:43] nyonmenm: みこだ
[8:43:46] tokino8044: まじかー
[8:43:46] nonono090: んだそれえええ
[8:43:50] ナマコ魚雷: あードンマイ
[8:43:51] まじぇすてぃっく: ないふぁい！！！
[8:43:52] ハイレバ: NF
[8:43:53] atsumori_pop: くう
[8:43:55] dentaltor22: せめて靴ぬぎ
[8:43:56] レヴィ99: よく耐えた
[8:43:56] akabeko0003: ドックスかーー
[8:43:57] チャッぴー: ないとら
[8:43:58] hachiko0000: ないふぁい！
[8:43:58] Miyachi_Bravo: むずかったなぁ
[8:43:59] akabeko0003: gg
[8:44:01] 花咲か兄さん: ないふぁい
[8:44:02] shio727: なずぴ
[8:44:02] gundora23: 登るのむずいね
[8:44:03] とみーばーど: また犬だぁ
[8:44:04] きえさん: 出た犬
[8:44:05] hyougahyougahyouga: なずぴかよw
[8:44:05] nonono090: 犬かよおおお
[8:44:07] haru524288: なずぴか
[8:44:07] twmonitor: wwwww
[8:44:07] ソルティー_: へへ
[8:44:08] 祭礼: 十分仕事した
[8:44:08] gundora23: おｗ
[8:44:08] konkon9011: 犬
[8:44:08] レヴィ99: これもナイスベイトだ
[8:44:09] mentanpin3shock: 回収逃がせたから勝ち
[8:44:09] まじぇすてぃっく: ｗｗ
[8:44:09] mimisaku3123: また犬っころだえ
[8:44:09] nyonmenm: よう耐えた
[8:44:10] yuutomaki04: 犬だぁ
[8:44:10] チャッぴー: ｗｗ
[8:44:11] hachiko0000: みこだの格好したなずぴ？
[8:44:12] 黒夜叉まる: なずぴか
[8:44:12] tokunkun: we
[8:44:13] hxxxxxxxr: えへへ
[8:44:13] 花咲か兄さん: いいねw
[8:44:13] tokino8044: www
[8:44:14] ペにやん0901: Www
[8:44:14] すけちょびん: いいねぇｗ
[8:44:17] aiueoo701: なずぴかよｗ
[8:44:18] noko_noko3: 見てたなー サーマルあるから無理かー nt
[8:44:19] KABAYAKIGG: いいねぇwww
[8:44:19] すぱ: 今日のベイト全部完璧だえ
[8:44:20] pilafu0: みこだの変装w
[8:44:20] とみーばーど: ナイス耐え！
[8:44:21] papapapupepon: 声と見た目違くないか？
[8:44:21] haru524288: 金持ち逃げれるといいな
[8:44:23] nyonmenm: うぇーい♪
[8:44:29] hiyokomanjuuuuu: 今、死体撃ちしたな
[8:44:29] twmonitor: 良いベイトだえ
[8:44:34] ペチペチ教: ないファイだえだえ
[8:44:34] konkon9011: みこだ好きやな
[8:44:37] みみっくす: ww
[8:44:37] nyonmenm: ほんとや
[8:44:37] hachiko0000: ラブラブすぎw
[8:44:38] nonono090: w
[8:44:41] tokunkun: ww
[8:44:42] きえさん: wwwwwwww
[8:44:44] gundora23: 彼シャツか
[8:44:45] かーくん_: w
[8:44:45] ichisanniiroku: ぐやぢい！
[8:44:47] atsumori_pop: みこだのコスプレぇ！？もうこれ！もうできてるええ！？
[8:44:49] pilafu0: れりあに報告だえ
[8:44:51] hxxxxxxxr: これが恋の最上級か
[8:44:53] わさび329: 彼氏に影響されるタイプか
[8:44:54] akabeko0003: れりあに報告や
[8:44:58] shio727: パルクールと足音消す練習もするえ
[8:44:59] gayagaya: 通知？
[8:45:00] hachiko0000: 27れりあ？
[8:45:03] papapapupepon: みこだ10歳とそういう仲なのか....
[8:45:04] かーくん_: これはれりあに報告や！
[8:45:08] mentanpin3shock: なずぴvsれりあ
[8:45:16] atsumori_pop: 好きな男に服装合わせるタイプの女子やん！！！できてるやん！！！
[8:45:23] nyonmenm: まじないす
[8:45:27] 寺田恋心: ないすだえー
[8:45:27] nonono090: 三角関係あんのw
[8:45:32] hachiko0000: チャルロスかっこよかった
[8:45:33] きえさん: 成功だ！ナイスベイト！
[8:45:33] ソルティー_: ローズー！
[8:45:36] yuutomaki04: ろーーーず
[8:45:40] tricluster: ナイファイー
[8:45:40] レヴィ99: ろーず
[8:45:45] かーくん_: 今日全部成功してる？
[8:45:50] にーとろる: お前ないすだけど撃ち合いたかっただけやろwww
[8:45:51] gundora23: 全成功だえ～
[8:45:52] KABAYAKIGG: 今日は儲かってるから全然OKだぇー
[8:45:52] akapen7293: これは勝ちか？
[8:45:54] ichisanniiroku: 成功アチー！！
[8:45:55] pilafu0: なんか餡子臭いな
[8:45:56] bloodry: ないすー
[8:45:58] 黒夜叉まる: 勝ちやな
[8:45:59] nenenba3: ナイスだえ
[8:46:00] konkon9011: ないすー
[8:46:00] 花咲か兄さん: よっしゃあああ
[8:46:02] megu0418: 何キルかえ？
[8:46:02] dentaltor22: また撃ち負けたの悔しいな
[8:46:04] しぇぱ3: 葉ｗｗｗｗ
[8:46:16] rairai1211: うれしそうだえ
[8:46:25] ペにやん0901: うえが強いえなー
[8:46:38] papapapupepon: dogsにはどっかで撃ち勝ちたいよな〜
[8:46:46] nonono090: １キルかっこよかったえ
[8:46:46] hiyokomanjuuuuu: ローズは警察楽しんでるね
[8:46:47] konkon9011: 1人キルしたね
[8:46:58] yosivaru: 車のドア無かったしどっちみち倒すしか無かったえ
[8:46:59] atsumori_pop: もう付き合っちゃえよ！dogs！
[8:47:02] ichisanniiroku: だえええ
[8:47:03] すぱ: 仕事ばっちりで完璧な勝利だえ
[8:47:08] hachiko0000: ないすだえええ
[8:47:09] nyonmenm: ちゃるは1対1は基本まけないえ
[8:47:11] pilafu0: れりあ見ちゃったえ
[8:47:13] しぇぱ3: 3人ならまちゃくちゃ勝ちやな
[8:47:18] noposan: 咄嗟の1キルはさすがです
[8:47:41] papapapupepon: まずい
[8:47:43] 花咲か兄さん: あ
[8:47:44] nonono090: あ
[8:47:45] gundora23: まっずい
[8:47:47] aimbat_bot: あ
[8:47:47] きえさん: 葉と高木逃がしたとこカッコよかった
[8:47:48] KABAYAKIGG: ？
[8:47:48] hachiko0000: 無理があるえ
[8:47:49] nyonmenm: ええて
[8:47:51] レヴィ99: ？
[8:47:51] ichi38_: 言っちゃえ言っちゃえ
[8:47:54] dentaltor22: 最悪の日だよそれは
[8:47:55] 黒夜叉まる: 言い訳やろw
[8:47:58] しぇぱ3: はいはいｗ
[8:48:01] ソルティー_: うわー
[8:48:04] ペにやん0901: Www
[8:48:06] 二十日後の緑茶: 匂わせえ
[8:48:07] 黒夜叉まる: あぁ〜
[8:48:08] ichisanniiroku: 本音出たえｗ
[8:48:10] kakerun00: あれｗ
[8:48:12] nyonmenm: 最後に本音が
[8:48:12] みみっくす: え？w
[8:48:15] lsdlsd5: www
[8:48:16] ソルティー_: なんでおるんw
[8:48:16] konkon9011: え
[8:48:16] gundora23: あれｗ
[8:48:17] haru524288: ｗｗｗｗ
[8:48:17] want_5870: え?
[8:48:18] nonono090: w
[8:48:18] ペにやん0901: え？
[8:48:18] shun0628ns: wwwwwww
[8:48:19] 職人: にげろよｗｗｗｗｗｗ
[8:48:19] noko_noko3: 命かけて逃がしたのにｗ
[8:48:19] mutuki70: ｗｗｗｗ
[8:48:20] 1103arashi: え？w
[8:48:20] akapen7293: 何でおんねんw
[8:48:21] 黒夜叉まる: え？
[8:48:21] hachiko0000: wwwww
[8:48:22] konkon9011: まじかよwww
[8:48:23] tricluster: 葉ｗｗｗｗｗ
[8:48:24] ミズくらげ: なんでw
[8:48:26] きえさん: 終わってるわ
[8:48:27] tokunkun: なんでやねんw
[8:48:27] pilafu0: ナイス葉
[8:48:27] 花咲か兄さん: 助けられる側やねん
[8:48:29] nyonmenm: なんで死ぬ？w
[8:48:30] かーくん_: なんで掴まってるねんw
[8:48:30] sabachann123456: ww
[8:48:30] nonono090: なんでやねんw
[8:48:30] すぱ: なんで捕まってるんだよｗｗｗｗ
[8:48:31] 狐爪: 何してんw
[8:48:31] mentanpin3shock: 逃げたのでは…？w
[8:48:32] nemuiyoru: 頼りなさすぎるwww
[8:48:34] ペにやん0901: なんのために
[8:48:37] dentaltor22: 葉つかまる要素なかっただろw
[8:48:43] やぉぉぉん: 何のためのベイトw
[8:48:44] 赤見二等兵: 自分の首絞めてるやんwww
[8:48:45] ソルティー_: 意味ねぇw
[8:48:56] shun0628ns: なんで逃げた葉捕まってるえ
[8:49:04] 黒夜叉まる: なんの為の殿だったのかw
[8:49:06] akapen7293: 葉が死んだクリッププリズ
[8:49:07] noko_noko3: あいつ絶対撃ち合いたかっただけだろｗ
[8:49:18] aimbat_bot: 葉が死んでるからかっこよくなくなったえ
[8:49:23] pilafu0: 指摘されて恥ずかしくなったえ
[8:49:25] ペにやん0901: 罰金減らすために逃がしたのに🤦‍♂️
[8:49:38] 黒夜叉まる: え？？？
[8:49:40] konkon9011: ？
[8:49:43] ナマコ魚雷: ？
[8:49:44] nyonmenm: 。。。。
[8:49:45] hachiko0000: ？
[8:49:46] nonono090: 、、、
[8:49:48] 花咲か兄さん: 女体化フェチえ
[8:49:49] しぇぱ3: 荒れ地の魔女だえ
[8:49:49] 黒夜叉まる: ？？？
[8:49:51] pilafu0: 男の子な？
[8:49:51] かーくん_: それは違うか〜…
[8:49:51] akapen7293: 無理がある
[8:49:54] 花咲か兄さん: ...
[8:49:55] rairai1211: チャル子か
[8:49:57] papapapupepon: かるびになる可能性あるか
[8:49:59] とみーばーど: 人による…ってコト？
[8:50:02] mentanpin3shock: ※ただイケ
[8:50:05] sushiboysomg: それだとおばさん
[8:50:05] nonono090: 沈黙えぐかった
[8:50:44] 黒夜叉まる: カツ丼！
[8:50:51] nonono090: あ
[8:50:52] nyonmenm: みこだあ
[8:50:52] gundora23: あ
[8:50:54] 黒夜叉まる: あ
[8:50:54] atsumori_pop: なずぴかわいいなｗ
[8:50:57] hachiko0000: かつ丼くれるのちょっと嬉しいw
[8:50:59] かーくん_: ｗｗｗ
