[2:30:01] flukeskxs: สวยจริง
[6:26:20] i_na_foolish: แม่งกูไม่ได้อะไรเลย(พี่เอสพูด)
[6:26:22] prottomoya: ต่อไปนี้เปิดในเกม SeemsGood
[6:26:35] sil4ss: เเล้วถอนตังออกไม่ได้หรอพี่
[6:26:38] wallpass1: มันล็อคipไว้ละ 555555
[6:26:40] champ_champ__96: ลุงหาปืนสวยสัก100ดอนเข้าคลังดิ
[6:26:41] shadesx_wex: 5555
[6:26:47] 6ixtynin9_: 1000+ไป
[6:26:50] mosnewrid: ล็อก
[6:26:54] MaithaiJaitawan: เว็บหมา5555
[6:27:01] NUIZUZA: โฆษณาตรงเวลามากกกกก
[6:27:15] shadesx_wex: ลองกดรับ
[6:27:19] bambii_44: โฆษณาบับ🥲
[6:27:21] 6ixtynin9_: เว็บเหลี่ยมหนาเต๊อ
[6:27:22] NUIZUZA: อดเห็นเลยได้ไร
[6:27:26] pudchong1994: รู้แล้วทำ ทำไม555
[6:27:30] dixkznvzww828: มีด
[6:27:45] mosnewrid: นึกว่าเว็บพนัน55555
[6:27:46] MaithaiJaitawan: มีใครปกป้องเว็บอีกมะ555
[6:27:56] new_sparrow: ของที่เราไม่อยากได้เสือกมีของให้เราได้ jackey9Herr
[6:27:57] NUIZUZA: มีมีดแล้วต้องมีถุงมือถูกแล้ว 555
[6:28:04] gottyking: แค่จากเงินจริง มาเป็นของในเกม
[6:28:12] shishimeister: 5555
[6:28:15] gvng_pk: ใช่พี่ รอไปก็เท่านั้น เอาอย่างอื่นดีกว่า
[6:28:20] JacklocKley: ดูแล้วจำ นำไปใช้5555
[6:28:33] pudchong1994: นี้สูตรเดียวกับเวปพนันเลย ฝากง่ายถอนยาก
[6:28:33] ackermennn: ดีกวารอเป็นชาคิเเล้วไมได้อะไรเลย
[6:28:40] filmtanakitxrj: รอ10 วันก็ไม่รู้จะได้ของไหม แบบนี้แหละถูกแล้ว
[6:28:45] new_sparrow: อย่างงั้นเราก็เสียกับเสียใช่ไหมครับลุง
[6:28:46] pleum_modxtyzzz: เว็บอย่างกึ่มซะมะหลุยมุ้ยตุ้ยจัด
[6:28:50] peet_____2005: เท่าทุนป่ะครับ กำไรนิดหน่อย.มัยครับ
[6:29:08] shiro_1_9: ชัด
[6:29:11] FuseFufy: เสียดายมีดเเดงหมดกว่าจะเติมอีก อีกนาน
[6:29:18] 6ixtynin9_: 32$ goto 1000$ ไปลุง
[6:29:20] kiuyo1234: ชัดเจน
[6:29:23] 18kk8: ใช่ๆๆๆ
[6:29:27] filmtanakitxrj: ถ้าเสียแบบนี้ตลอด เว็บอยู่ไม่ได้หรอก
[6:29:28] mycactus6206: เกือบๆเท่าทุนนะลุง มีด+ถึงมือ ขาดทุนไม่เกิน  50ดอล
[6:29:29] MaithaiJaitawan: ก็เหมือนเว็บพนันแหละ แรกๆได้หลังๆเสียมันเช็ทระบบไว้ละ
[6:29:35] t_carry: ไม่มีใครเล่นแล้ว
[6:29:41] koonartqu: koonartqu subscribed at Tier 1. They've subscribed for 3 months! rebirthztvITA
[6:29:52] vaiperrxhxe: เหมือนมันกะให้เราไม่ให้ได้เกินทุน
[6:30:00] MaithaiJaitawan: เอาอะไรเท่า555
[6:30:03] new_sparrow: ครั้งนี้ก็ครั้งเดียวพอ jackey9Herr
[6:30:03] shadesx_wex: 32เอากับให้เท่าทุน
[6:30:16] tpsht: อยากให้เอาไปตัดลงช่องแดงนะครับคนอื่นจะได้รู้
[6:30:24] i_kuyy: เราขาด20เองน่ะ
[6:30:31] shishimeister: ใส่ถุงมืออะยางง
[6:30:41] mycactus6206: มีดร้อยกว่า กับถุงมือ 200ไง
[6:30:49] heremos1: สไน100
[6:30:57] 18kk8: ไม่ห่วงลุง ช่องแดง มีของลุงตลอด
[6:31:04] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[6:31:21] new_sparrow: ผมว่านะเปิดในเกมจะดีกว่าเยอะ ถึงจะได้ของกากแล้วก็มั่นใจที่จะได้ของ
[6:32:03] peeskfc: ผมว่าไม่น่ามีเว็ปพวกนี้เลยนะเปิดในเกมส์สนุกกว่า
[6:32:05] hajamoy2000: แล้วไอสันหมาคนไหนแนะนำลุงไปในเวป
[6:32:05] MaithaiJaitawan: เส้นบางๆ
[6:32:08] filmtanakitxrj: เว็บพนัน ฉบับเกม
[6:32:11] pleum_modxtyzzz: บังหน้า
[6:32:18] blacklistz112: ในเวป เหลี่ยม เยอะ เติม น้อยได้ของกาก เทรดได้สบาย เติมเยอะได้ของดี บล็อคเรา เว้ป หมาาา
[6:32:19] jonnykunggg: พนันของในเกม
[6:32:19] jameb0n007x: ถ้าพี่เจอshroudพี่ว่าพี่ชนะไหมครับพี่เอส
[6:32:22] new_sparrow: แค่รูปแบบมันไม่เหมือนกับสล็อตแค่นั้นเอง
[6:32:26] BenzFlintt: ในเกม ของแรร์ คือของแรร์ สุ่มยากสิถึงจะแรร์
[6:32:45] hajamoy2000: บทชีวิทแม้มันจะหนักหนา
[6:32:46] Willyytr: รีเฟคคนแก่จัดพี่ x 55555
[6:33:08] mosnewrid: ประมาณ3400บาทไทยที่เสียไป
[6:33:13] jameb0n007x: นี่มันปืน34
[6:33:36] new_sparrow: @mosnewrid มืดที่ลุงจะเอาเมื่อกี้หรอ
[6:33:40] shadesx_wex: ได้มา340ดอลรวมเหลือในเว็บขาดทุน60
[6:34:07] williamxllv: รีพอตเว็บมันไม่ได้หรอครับพี่
[6:34:18] vaiperrxhxe: เวอร์
[6:34:19] pppxax: คม
[6:34:22] wallpass1: เหยดดดด
[6:34:28] jameb0n007x: เก็บ5หรอ
[6:34:29] narattt989: เสียจัด เหลี่ยมช่องคนดูเยอะด้วย
[6:34:31] 7k_family: เอาจริง
[6:34:31] pudchong1994: ควเวอร์
[6:34:37] ggg0008_: ไม่เป็นไรหลอกสตรีมวันเดียวก็ได้ละรู้ๆกันอยู่5555
[6:34:42] Willyytr: ผมเห็นพี่แบงค์เล่นอยู่นะเว็บนี้ 5-6k ดอล
[6:35:01] iamp0nd: ค่าครูครับแถมคนอื่นก็ไม่ต้องไปลองเองได้เห็นจากลุง
[6:35:03] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[6:35:17] new_sparrow: ทำไมลุงยิงคงขึ้นว่ะ 55555
[6:35:24] champ_champ__96: พี่กอลฟ์โดนไป8000กว่าดอนอ่ะเว็บนี้อ่ะ
[6:35:33] prottomoya: เว็บมีแต่ของกลึมๆลาย สวยๆเพงๆเอามาหลอกจริงๆไม่มีของ Kappa
[6:36:04] kornwisut: rebirthztvJak_BW
[6:36:09] mycactus6206: เผื่อให้อยากเล่นต่อ
[6:36:10] singhbeer: เขาเล่นหลายเว็บ เปลี่ยนไปเรื่อย
[6:36:12] williamxllv: เค้าไม่ได้เล่นเว็บนี้นิลุง
[6:36:12] pudchong1994: สุ่มแจก
[6:36:18] new_sparrow: ก็ลุงดวงดีเกินไง555
[6:36:23] jarmikesamui: เว็บพนันจะเอาเงินหมุนอย่างเดียว แต่อันนี้ เงินด้วยและมีของด้วย แล้วแต่คนชอบเลย
[6:36:24] jirajiraaiai: พี่กอฟไม่เสียก็แปลกกด20%
[6:36:26] HitMan1GG: พี่แบงค์เสียเว็ปอื่นแต่มาได้เว็ปนี้
[6:36:44] mosnewrid: @new_sparrow ใช่น้าบบ
[6:36:47] MaithaiJaitawan: เว็บมันได้จากแบงค์ไปเยอะแล้วปะถือว่าทุนไรงี้เลี้ยงลูกค้าไรงี้ปะ
[6:36:48] tpsht: พอโฟกัสเกมแล้วลุงคมขึ้น
[6:36:49] afk_noob_one: ต้องชนะ
[6:36:55] dixkznvzww828: ถ้ามันเปิดเว็บเเล้วเสียมันจะเปิดทำไม มันต้องโกงอยู่ละ555555
[6:37:03] iamp0nd: ไก่อยู่แล้ว
[6:37:11] mosnewrid: พึ่งเห็น5555
[6:37:12] 18kk8: เว็ปอื่น คนสร้างน่าจะคนเดียวกัน
[6:37:14] vaiperrxhxe: นี้ไง
[6:37:21] wallpass1: 555555
[6:37:29] new_sparrow: ของจริง555
[6:37:31] Autkung5K: พอละ สบายละยิงพี่ตี๋ 55
[6:37:59] BenzFlintt: ยังปลอดภัยที่พี่ไม่ผูก บช.
[6:38:00] iTeeHiD: ถ้ามันได้ดี มันคงไม่อยู่มานานขนาดนี้เว็บ 555
[6:38:19] sunxanax: ของมันออกยากหรอครับ
[6:38:20] badvibeeiei: chatha2Hi
[6:38:23] gvng_pk: อย่าลืมล็อคเอาท์ออกจากเว๊บนะพี่
[6:38:38] everred_wow: โทนี่อ่ะเปิดได้ดี
[6:38:45] livemee: แล้วปืน m4 นั้นแลกแล้วหรอคับ !!
[6:39:09] frame_thanatorn: 55555
[6:39:10] bom_adisak_: 555555555
[6:39:13] vaiperrxhxe: 55555
[6:39:19] sil4ss: 55555 ขาอ่อนเลย 50 บาท
[6:39:23] dew168: rebirthztvHa rebirthztvHa rebirthztvHa
[6:39:24] Willyytr: สมัยก่อนพี่จอร์จรับทราบก็เปิดเยอะนะกล่อในเกม555
[6:39:39] new_sparrow: จัดในเกมดีกว่าลุง
[6:39:44] MaithaiJaitawan: เว็บหมา555
[6:39:46] wallpass1: มันรู้ว่าพี่จะไม่เล่นละ ก็แดกหมดเลยละกัน 5555555
[6:39:49] bboy35521: เปอเซนได้มันมีแต่มันน้อย555
[6:39:49] thanittf: ในยูทูป มีคนลงเว็ปนี้ จาก 6000 ดอลเหลือ 0 อะ
[6:40:04] happy_to_: ในเกมดีกว่านะผมว่า
[6:40:05] wairong: ไม่เปนไรๆ
[6:40:20] chanon_ez: อยากดูDaiblo
[6:40:24] indrxft: 2k
[6:40:25] NATTAWUTAoMo0za: jackey9Aonaon jackey9Aonaon jackey9Aonaon
[6:40:28] patcharachat100: เกมเมื่อวานไหม55
[6:40:32] frame_57good: เกมเมื่อวานมันจัด
[6:40:36] 6ixtynin9_: วันนี้ 5ทุ่ม ค้าบ daiblo
[6:40:43] bboy35521: ไม่นอนปะพี่ออกไดูรถเลยหรอ
[6:40:45] MaithaiJaitawan: ไดโบเปิดวันนี้5ทุ่มรอก่อน
[6:40:48] aum0_0: ไม่ไหวละฝันดีครับ
[6:40:49] new_sparrow: ขาดทุนไป 2k บาท คับลุง
[6:40:51] Willyytr: จะ 6 โมงละนะพี่555
[6:41:02] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[6:41:08] 8kimmmmmmmm: rebirthztvHurt rebirthztvHurt
[6:41:25] williamxllv: รีพอตมันไม่ได้หรอลุง
[6:41:27] new_sparrow: ใครทำ YouTube ก็เอาไปลงด้วยนะครับคนอื่นจะได้ไม่ต้องโดนแบบลุง jackey9Heartkub
[6:41:27] vaiperrxhxe: เราเสียมัน60ดอล แต่มันเสียเครดิตจากเราไปเยอะะ
[6:41:34] mcdmmm: 2พันแลกกับการได้รู้อะไรหลายๆอย่าง
[6:41:39] bboy35521: เสร็จแล้วเอาออกไปขี่คนมองนะพี่เอาดีๆ ไม่เคยเห็นเงี่ย
[6:41:40] oomp_172551: มีดแดงได้มาไหมครับแชทไปดูไฮไลท์ฟุตบอลมา
[6:41:42] kinkaoyungja: อยากเห็นลุงแม็คเล่นวาโรแลนนนน
[6:41:44] l2ockRe: ยังดีที่ได้ของมาอยู่นะ
[6:41:44] ozymandias160: เล่นwar hammer ค้าบ
[6:42:18] nongporch: ไปนอนแล้วค้าบลุงฝันดีครับ
[6:42:26] new_sparrow: เอาลงติ๊กต๊อกด้วยเห็นทุกประเทศอ่ะคับ
[6:42:30] mcdmmm: เงิน2พันแลกกับประสบการณ์ให้คนดูก็เกินคุ้มละ
[6:42:40] zofirst27: BibleThump
[6:43:01] gameplaykub: เบียวจัด555555555
[6:43:06] new_sparrow: @oomp_172551 ไม่ได้คับ
[6:43:22] mcdmmm: เบียวกันอยู่สองพี่น้อง LUL
[6:43:22] dixkznvzww828: วัยรุ่นถังกาว55555
